mpn,manufacturer,"product name","product  description ",price,stock,"stock description","product url","image url",category,"shipping rate"
AE1008986,"Alter Ego","ALTER EGO MADE WITH KINDNESS REPAIR NO BREAKAGE 150 ML","1. PRODUCT INFO :Leave in no breakage completing treatment.2. FOR WHOM / USE :Anti breakage treatment for treated and damaged hair. This innovative mix of amino acids and keratin deeply strengthens and repairs the hair fibre, helping to prevent the formation of split ends. Hair is stronger and more resistant.3. FOR WHAT / BENEFITS : ● It wraps the fiber reinforcing it and repairing it● Prevents split ends● The sugar in the formula improve the shiny effect providing a light styling effect● Ultra natural result● 94% of natural origin ingredients● Free from SLES/SLS/ PARABENS/PETROLATUMS4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","47.60 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-repair-no-breakage-150-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1008986_1_1000x1000.jpg,"Repairing Treatment",AE1008986
AE1008987,"Alter Ego","ALTER EGO MADE WITH KINDNESS HYDRATE SHAMPOO 300 ML","1. PRODUCT INFO :Balanced hydration shampoo.Gentle cleansing action shampoo for dehydrated hair, both natural and treated.2. FOR WHOM / USE :The formula, enriched with Aloe Vera maintains the ideal hair moisture balance, leaving hair hydrated and vital for a long lasting effect.3. FOR WHAT / BENEFITS :● Frequent use Shampoo● Ultra light, silicones free formula● Preserves the moisture balance of the hair fibre● Hair are shiny , soft, vital with a long lasting effect● 99% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","27.16 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-hydrate-shampoo-300-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1008987_1_1000x1000.jpg,"Hydrating Treatment",AE1008987
AE1008988,"Alter Ego","ALTER EGO MADE WITH KINDNESS HYDRATE SHAMPOO 950 ML","1. PRODUCT INFO :Balanced hydration shampoo.Gentle cleansing action shampoo for dehydrated hair, both natural and treated.2. FOR WHOM / USE :The formula, enriched with Aloe Vera maintains the ideal hair moisture balance, leaving hair hydrated and vital for a long lasting effect.3. FOR WHAT / BENEFITS :● Frequent use Shampoo● Ultra light, silicones free formula● Preserves the moisture balance of the hair fibre● Hair are shiny , soft, vital with a long lasting effect● 99% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","49.20 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-hydrate-shampoo-950-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1008988_1_1000x1000.jpg,"Hydrating Treatment",AE1008988
AE1008989,"Alter Ego","ALTER EGO MADE WITH KINDNESS HYDRATE CONDITIONER 200 ML","1. PRODUCT INFO :Balanced hydration conditioning gel. Ultra light gel conditioner for dehydrated hair, both natural and treated.2. FOR WHOM / USE :Conditions and improves hydration on ends and lengths, perfecting the hair structure.3. FOR WHAT / BENEFITS :● Innovative gel texture of a weightless and untouchable effect ● It gently conditions improving the hydrating level of lenghts and ends ● Balances and perfects the hair stucture making them easy to comb and silky soft ● 96% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","28.76 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-hydrate-conditioner-200-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1008989_1_1000x1000.jpg,"Hydrating Treatment",AE1008989
AE1008990,"Alter Ego","ALTER EGO MADE WITH KINDNESS HYDRATE CONDITIONER 950 ML","1. PRODUCT INFO :Balanced hydration conditioning gel. Ultra light gel conditioner for dehydrated hair, both natural and treated.2. FOR WHOM / USE :Conditions and improves hydration on ends and lengths, perfecting the hair structure.3. FOR WHAT / BENEFITS :● Innovative gel texture of a weightless and untouchable effect ● It gently conditions improving the hydrating level of lenghts and ends ● Balances and perfects the hair stucture making them easy to comb and silky soft ● 96% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","51.96 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-hydrate-conditioner-950-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1008990_1_1000x1000.jpg,"Hydrating Treatment",AE1008990
AE1008991,"Alter Ego","ALTER EGO MADE WITH KINDNESS WHIPPED CREAM 200 ML","1. PRODUCT INFO :Alter Ego Whipped Cream, Conditioning and Moisturising Mousse suitable for all hair types.2. FOR WHOM / USE :Can be used as an extra conditioning treatment with any of the new Alter Ego Lengths and Ends range of shampoos and conditioners.3. FOR WHAT / BENEFITS :● Suitable to all hair type● It conditions hair structure improving hydration● Provides softness , lightness and shine● 96% of antural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","28.76 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-whipped-cream-200-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1008991_1_1000x1000.jpg,"Hydrating Treatment",AE1008991
AE1008992,"Alter Ego","ALTER EGO MADE WITH KINDNESS VOLUME SHAMPOO 300 ML","1. PRODUCT INFO :Volume shampoo for flat hair.2. FOR WHOM / USE :Weightless silicones free formulas to transform the hair structure, provide support from the roots and infuse long lasting volume. Hair is soft, light , deeply nourished and easy to shape.3. FOR WHAT / BENEFITS :● Frequent use Shampoo● Ultra light formula enriched with cotton and bamboo extracts● Transforms hair and restores long-lasting body and volume● Visibly clean and shiny hair● Perfect for a durable styling● 92% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","26.80 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-volume-shampoo-300-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1008992_1_1000x1000.jpg,"Shampoo & Conditioner",AE1008992
AE1008993,"Alter Ego","ALTER EGO MADE WITH KINDNESS VOLUME SHAMPOO 950 ML","1. PRODUCT INFO :Volume shampoo for flat hair.2. FOR WHOM / USE :Weightless silicones free formulas to transform the hair structure, provide support from the roots and infuse long lasting volume. Hair is soft, light , deeply nourished and easy to shape.3. FOR WHAT / BENEFITS :● Frequent use Shampoo● Ultra light formula enriched with cotton and bamboo extracts● Transforms hair and restores long-lasting body and volume● Visibly clean and shiny hair● Perfect for a durable styling● 92% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","48.76 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-volume-shampoo-950-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1008993_1_1000x1000.jpg,"Shampoo & Conditioner",AE1008993
AE1008994,"Alter Ego","ALTER EGO MADE WITH KINDNESS VOLUME SPRITZ INFUSION 150 ML","1. PRODUCT INFO :Texturing spray with volumizing action.2. FOR WHOM / USE :Gives tone,volume and structure from the roots3. FOR WHAT / BENEFITS :● Replenish lotion● Provides tone, body and structure● Restores volume to the roots● Hair is elastic, strong and soft to the lengths and ends● 97% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","30.36 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-volume-spritz-infusion-150-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1008994_1_1000x1000.jpg,"Volumizing Spray",AE1008994
AE1008995,"Alter Ego","ALTER EGO MADE WITH KINDNESS SILK OIL SHAMPOO 300 ML","1. PRODUCT INFO :Alter Ego Silk brightening, silk-effect shampoo for frizzy, unruly hair.2. FOR WHOM / USE :Silk Oil nourishes and smoothens the hair fiber, making hair softer, brighter and easier to manage.It instantly makes the hair feel luxurious, transforming it for a long lasting sensation of unique silkiness.Ideal for unruly and frizzy hair, the mix of fine oils – Argan and Coconut oil – provides a gentle, lush cleansing action whilst also nourishing and taming particularly difficult hair.3. FOR WHAT / BENEFITS :● Gentle and lush cleansing action on both natural and treated hair● Nourishes and tames even the most difficult hair● Ideal for unruly and frizz hair● 99% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","28.76 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-silk-oil-shampoo-300-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1008995_1_1000x1000.jpg,"Shampoo & Conditioner",AE1008995
AE1008996,"Alter Ego","ALTER EGO MADE WITH KINDNESS SILK OIL SHAMPOO 950 ML","1. PRODUCT INFO :Alter Ego Silk brightening, silk-effect shampoo for frizzy, unruly hair.2. FOR WHOM / USE :Silk Oil nourishes and smoothens the hair fiber, making hair softer, brighter and easier to manage.It instantly makes the hair feel luxurious, transforming it for a long lasting sensation of unique silkiness.Ideal for unruly and frizzy hair, the mix of fine oils – Argan and Coconut oil – provides a gentle, lush cleansing action whilst also nourishing and taming particularly difficult hair.3. FOR WHAT / BENEFITS :● Gentle and lush cleansing action on both natural and treated hair● Nourishes and tames even the most difficult hair● Ideal for unruly and frizz hair● 99% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","48.76 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-silk-oil-shampoo-950-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1008996_1_1000x1000.jpg,"Shampoo & Conditioner",AE1008996
AE1008997,"Alter Ego","ALTER EGO MADE WITH KINDNESS SILK OIL CONDITIONING CREAM 300 ML","1. PRODUCT INFO :Alter Ego Silk effect taming treatment.2. FOR WHOM / USE :Silk Oil is the complete range of treatment products dedicated to nourish and smoothen the fiber, making hair softer, brighter and easier to manage It instantly makes the hair feel luxurious, transforming it for a long lasting sensation of unique silkiness.3. FOR WHAT / BENEFITS :● Intensive treatment for both natural and treated hair● Provides brightness and softness● Strong anti-frizz action for a silky effect● Smoothes hair without weighing it down● 99% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","33.56 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-silk-oil-conditioning-cream-300-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1008997_1_1000x1000.jpg,"Hair Care",AE1008997
AE1008998,"Alter Ego","ALTER EGO MADE WITH KINDNESS SILK OIL CONDITIONING CREAM 950 ML","1. PRODUCT INFO :Alter Ego Silk effect taming treatment.2. FOR WHOM / USE :Silk Oil is the complete range of treatment products dedicated to nourish and smoothen the fiber, making hair softer, brighter and easier to manage It instantly makes the hair feel luxurious, transforming it for a long lasting sensation of unique silkiness.3. FOR WHAT / BENEFITS :● Intensive treatment for both natural and treated hair● Provides brightness and softness● Strong anti-frizz action for a silky effect● Smoothes hair without weighing it down● 99% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","57.56 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-silk-oil-conditioning-cream-950-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1008998_1_1000x1000.jpg,"Hair Care",AE1008998
AE1008999,"Alter Ego","ALTER EGO MADE WITH KINDNESS BLEND OIL 50 ML","1. PRODUCT INFO :Silk blend beautifying oil treatment for hair.2. FOR WHOM / USE :The formula provides instant shine, provides nutrition and regenerates particularly stressed hair without vitality.3. FOR WHAT / BENEFITS :● Luxury treatment for both natural and treated hair● Delivers instant shine and softness● Blend of precious nourishing and taming oils● Ideal for unruly and frizz hair● Regenerates dull and stressed hair4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","26.80 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-blend-oil-50-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1008999_1_1000x1000.jpg,"Hair Oil",AE1008999
AE1009120,"Alter Ego","ALTER EGO MADE WITH KINDNESS BLEND OIL 100 ML","1. PRODUCT INFO :Silk blend beautifying oil treatment for hair.2. FOR WHOM / USE :The formula provides instant shine, provides nutrition and regenerates particularly stressed hair without vitality.3. FOR WHAT / BENEFITS :● Luxury treatment for both natural and treated hair● Delivers instant shine and softness● Blend of precious nourishing and taming oils● Ideal for unruly and frizz hair● Regenerates dull and stressed hair4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","54.36 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-blend-oil-100-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1009120_1_1000x1000.jpg,"Hair Oil",AE1009120
AE1009124,"Alter Ego","ALTER EGO MADE WITH KINDNESS CURLY HAIR SHAMPOO 300 ML","1. PRODUCT INFO :Alter Ego curl defining Shampoo.2. FOR WHOM / USE :Curly Hair Shampoo controls frizz and gives curl definition, making the hair soft and shiny with a cashmere effect.3. FOR WHAT / BENEFITS :● Depp hydrating action● Conteracts the frizzy effect● Provides shine and softness● Ideal for wavy and curly hair● 98% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","26.80 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-curly-hair-shampoo-300-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1009124_1_1000x1000.jpg,"Frizzy Hair Treatment",AE1009124
AE1009125,"Alter Ego","ALTER EGO MADE WITH KINDNESS CURLY HAIR SHAMPOO 950 ML","1. PRODUCT INFO :Alter Ego curl defining Shampoo.2. FOR WHOM / USE :Curly Hair Shampoo controls frizz and gives curl definition, making the hair soft and shiny with a cashmere effect.3. FOR WHAT / BENEFITS :● Depp hydrating action● Conteracts the frizzy effect● Provides shine and softness● Ideal for wavy and curly hair● 98% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","49.20 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-curly-hair-shampoo-950-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1009125_1_1000x1000.jpg,"Frizzy Hair Treatment",AE1009125
AE1009126,"Alter Ego","ALTER EGO MADE WITH KINDNESS CURLY HAIR MOUSSE 175 ML","1. PRODUCT INFO :Curly Hair Mousse is a moisturising mousse for curly hair.2. FOR WHOM / USE :For those with wavy or curly hair, provides elasticity, definition, softness and shine.It will give elasticity and hydration for a natural effect, whilst creating full and light curls.3. FOR WHAT / BENEFITS :● Hydrating mousse● Ideal for wavy and curly hair● Gives elasticity, hydration for a natural effect● Creates full and light curls● 98% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","35.16 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-curly-hair-mousse-175-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1009126_1_1000x1000.jpg,"Frizzy Hair Treatment",AE1009126
AE1009181,"Alter Ego","ALTER EGO MADE WITH KINDNESS AROMA TREATMENT 150ML","1. PRODUCT INFO :Alter Ego Aroma essential oil detoxifying treatment for scalp.2. FOR WHOM / USE :Restores the ideal condition of the skin, detoxifying and deeply cleansing the scalp.3. FOR WHAT / BENEFITS :● Ultra light texture in gel● Restores the ideal condition of the scalp● Detoxifying and deep cleansing properties● 94% of natural origin ingredients● Free from SULPHATES/PARAFFIN WAXES/ SILICONES4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy","54.00 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-aroma-treatment-150ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1009181_1_1000x1000.jpg,"Scalp Treatments",AE1009181
AE1009182,"Alter Ego","ALTER EGO MADE WITH KINDNESS GENTLE DETANGLER CONDITIONER 300ML","1. PRODUCT INFO :Lightweight and moisturizing for a complete after shampoo treatment.2. FOR WHOM / USE :Gentle Detangles is ideal as a frequent-use conditioner for knotty, unruly hair.3. FOR WHAT / BENEFITS :● Gently detangles the hair● Strengthens and brightens● Revitalizes, strengthens and moisturizes● Moisturizing and conditioning properties● 97% of natural origin ingredients● Free from SULPHATES/PARAFFIN WAXES/ SILICONES/ SYNTHETIC DYES4. ABOUT THE COLLECTION:Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","30.36 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-gentle-detangler-300ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1009182_1_1000x1000.jpg,"Hair Care",AE1009182
AE1009183,"Alter Ego","ALTER EGO MADE WITH KINDNESS GENTLE DETANGLER CONDITIONER 950ML","1. PRODUCT INFO : Lightweight and moisturizing for a complete after shampoo treatment.2. FOR WHOM / USE :Gentle Detangles is ideal as a frequent-use conditioner for knotty, unruly hair.3. FOR WHAT / BENEFITS :● Gently detangles the hair ● Strengthens and brightens ● Revitalizes, strengthens and moisturizes ● Moisturizing and conditioning properties ● 97% of natural origin ingredients ● Free from SULPHATES/PARAFFIN WAXES/ SILICONES/ SYNTHETIC DYES4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","62.00 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-gentle-detangler-conditioner-950ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1009183_1_1000x1000.jpg,"Hair Care",AE1009183
AE1009184,"Alter Ego","ALTER EGO MADE WITH KINDNESS TREATMENT OIL 150ML","1. PRODUCT INFO : Oil exfoliating treatment for the scalp.2. FOR WHOM / USE :The delicate texture performs a slight exfoliating action in skins with dandruff and excess sebum.It rids the scalp of impurities, favoring the cellular turnover and preparing it for the next treatment.3. FOR WHAT / BENEFITS :● Delicate texture for a delicate action● Ideal for scalp with dandruff and excess sebum● Favors the cellular turnover of the scalp and prepares it for the next treatment● 99% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy","54.00 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-treatment-oil-150ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1009184_1_1000x1000.jpg,"Hair Care",AE1009184
AE1009185,"Alter Ego","ALTER EGO MADE WITH KINDNESS PURE BALANCING SHAMPOO 300ML","1. PRODUCT INFO :Purifying, rebalancing shampoo formulated to gently remove excess sebum and / or dandruff.2. FOR WHOM / USE :Purifies and cleanses impure skins, leaving the hair light and clean.3. FOR WHAT / BENEFITS :● Anti-inflammatory and soothing properties● Moisturizing and emollient properties● Antiseptic and anti-oxidizing action● Helps to restore the natural microbial balance of the skin● 97% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","28.40 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-pure-balancing-shampoo-300ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1009185_1_1000x1000.jpg,"Shampoo & Conditioner",AE1009185
AE1009186,"Alter Ego","ALTER EGO MADE WITH KINDNESS PURE BALANCING SHAMPOO 950ML","Purifying, rebalancing shampoo formulated to gently remove excess sebum and / or dandruff.2. FOR WHOM / USE :Purifies and cleanses impure skins, leaving the hair light and clean.3. FOR WHAT / BENEFITS :● Anti-inflammatory and soothing properties● Moisturizing and emollient properties● Antiseptic and anti-oxidizing action● Helps to restore the natural microbial balance of the skin● 97% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","58.80 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-pure-balancing-shampoo-950ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1009186_1_1000x1000.jpg,"Shampoo & Conditioner",AE1009186
AE1009187,"Alter Ego","ALTER EGO MADE WITH KINDNESS SOOTHING TREATMENT 150ML","1. PRODUCT INFO : Soothing, moisturizing and rebalancing treatment for sensitive scalps.Ideal when used after the technical treatment.2. FOR WHOM / USE : Creates a pleasant sensation of wellness, helping to sooth itchiness, redness and taut skin3. FOR WHAT / BENEFITS :● Soothing, moisturizing and rebalancing treatment ● Ideal for sensitive scalps also after the technical treatment ● It gives a pleasant sensation of wellness ● Helps to sooth itchiness, redness and taut scalps ● 95% of natural origin ingredients4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","54.00 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-soothing-treatment-150ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1009187_1_1000x1000.jpg,"Scalp Treatments",AE1009187
AE1009188,"Alter Ego","ALTER EGO MADE WITH KINDNESS CALMING SHAMPOO 300ML","1. PRODUCT INFO:Calming Shampoo for Sensitive Scalp. Gentle, lightweight shampoo with a sweet scent.2. FOR WHOM / USE :Formulated to cleanse, relax and soothe the most sensitive scalps.Ideal as a shampoo for alternating between treatments.3. FOR WHAT / BENEFITS :● Anti-reddening properties● Moisturizing and emollient properties● Anti-inflammatory and soothing properties● 97% of natural origin ingredients● Free from SULPHATES/PARAFFIN WAXES/SILICONES/SYNTHETIC DYES4. ABOUT THE COLLECTION :Alter Ego Made with Kindness range has been specifically formulated to counter and treat the most common hair and scalp issues. We have chosen a pool of carefully selected special ingredients of natural derivation with eco-certification and combined them with the latest generation innovation to formulate the entire range of the high performance natural products, whilst remaining true to our eco-conscious policy.","28.40 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/alterego-made-with-kindness-calming-shampoo-300ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/0/1009188_1_1000x1000.jpg,"Shampoo & Conditioner",AE1009188
